ORDERKEY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,COMMENT,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
20000,161359,1360,2,7,9942.45,0.03,0.04,N,O,1996-10-07,1996-08-27,1996-11-02,COLLECT COD,SHIP,onic ideas wake. furiously fi,,20000,92341,O,66755.59,1996-07-24,2-HIGH,Clerk#000000936,0,gular dependencies after the,
20388,160282,283,2,26,34899.28,0.02,0.08,N,O,1996-08-05,1996-07-23,1996-08-30,NONE,MAIL,carefully special asymptotes. quickly regu,,20388,115477,O,161257.59,1996-04-24,2-HIGH,Clerk#000000176,0,ts detect. slyly special theodolites against the daring ,
20480,62518,2519,7,17,25168.67,0.10,0.03,A,F,1994-02-22,1994-03-08,1994-03-17,DELIVER IN PERSON,TRUCK,riously. requests among the as,,20480,48718,F,185396.12,1994-01-30,3-MEDIUM,Clerk#000000932,0,"ial, even requests use slowly about the foxes. even p",
20548,53847,6353,2,39,70232.76,0.05,0.05,A,F,1994-08-10,1994-06-18,1994-08-19,COLLECT COD,TRUCK," the silent requests. pinto beans are caref",,20548,72971,F,304569.36,1994-05-03,4-NOT SPECIFIED,Clerk#000000170,0,c ideas affix blithely across the ironically pending p,
20640,30032,5039,3,38,36557.14,0.03,0.01,N,O,1998-01-07,1998-01-23,1998-01-19,TAKE BACK RETURN,REG AIR,st busily alongside of t,,20640,75004,O,216033.44,1997-12-07,4-NOT SPECIFIED,Clerk#000000955,0," packages cajole asymptotes. slyly even accounts",
20708,80404,405,4,8,11075.20,0.07,0.08,R,F,1992-02-16,1992-03-11,1992-03-15,DELIVER IN PERSON,TRUCK,quests doubt. depos,,20708,100745,F,271692.19,1992-01-11,5-LOW,Clerk#000000321,0,accounts. sentiments sleep. blithely final pi,
21280,106073,6074,6,40,43162.80,0.03,0.03,N,O,1997-12-18,1998-01-31,1997-12-31,TAKE BACK RETURN,SHIP,tegrate regular,,21280,99037,O,287995.26,1997-12-07,4-NOT SPECIFIED,Clerk#000000430,0,round the theodolites breach alongside of the slyly unusual platelets. slyly ,
22148,12373,2374,1,40,51414.80,0.07,0.01,N,O,1998-05-20,1998-05-19,1998-05-30,NONE,FOB,ns. fluffily blithe instructions boost ,,22148,85333,O,385428.00,1998-03-13,2-HIGH,Clerk#000000148,0,"ven, ironic packages unwind according to the slyly pe",
22560,26010,3517,6,48,44928.48,0.05,0.00,N,O,1996-06-07,1996-04-13,1996-07-01,DELIVER IN PERSON,SHIP,es. ironic theodolites wake along the,,22560,108224,O,111138.23,1996-03-01,3-MEDIUM,Clerk#000000879,0,iously unusual pinto b,
22628,63606,6113,4,24,37670.40,0.06,0.03,R,F,1994-12-05,1995-01-14,1994-12-18,DELIVER IN PERSON,AIR,ncies nag per,,22628,121801,F,170843.93,1994-10-30,3-MEDIUM,Clerk#000000416,0,counts affix blithely about the final foxes. slyly special dependencies hag,
22880,194022,9061,2,25,27900.50,0.04,0.07,A,F,1993-06-08,1993-08-02,1993-06-28,COLLECT COD,MAIL,"pendencies cajole silent, iron",,22880,11090,F,254901.36,1993-05-31,3-MEDIUM,Clerk#000000414,0,ar deposits sleep packages,
23360,131151,6178,2,31,36646.65,0.04,0.06,A,F,1994-07-09,1994-06-29,1994-07-24,TAKE BACK RETURN,FOB,furiously even instructions nag u,,23360,84172,F,51561.46,1994-05-12,5-LOW,Clerk#000000664,0,es. furiously unusual deposits are acr,
23840,151343,6374,1,48,66928.32,0.01,0.04,R,F,1994-07-08,1994-06-15,1994-07-11,NONE,RAIL,ven requests haggle furiously ironic excu,,23840,106234,F,68909.39,1994-04-05,4-NOT SPECIFIED,Clerk#000000518,0,ncies are. carefully even courts wake quickly about t,
24068,64687,4688,1,44,72673.92,0.06,0.02,N,O,1998-05-17,1998-06-07,1998-05-24,DELIVER IN PERSON,MAIL,hely regular ins,,24068,64679,O,315419.23,1998-03-31,5-LOW,Clerk#000000708,0,oach carefully blithely busy ,
24388,139142,1656,5,7,8267.98,0.08,0.03,R,F,1995-03-26,1995-03-15,1995-04-02,COLLECT COD,FOB,etect instead of the ,,24388,28438,F,111856.48,1995-01-27,1-URGENT,Clerk#000000146,0," ironic accounts sleep quic",
25440,67557,7558,4,37,56408.35,0.01,0.05,R,F,1994-04-03,1994-03-16,1994-04-19,DELIVER IN PERSON,SHIP,"gular, regular ideas are fluffily ir",,25440,63317,F,248636.28,1994-02-07,2-HIGH,Clerk#000000358,0,ironic requests could poach about the furiously enticin,
25600,67113,7114,1,16,17281.76,0.04,0.08,N,O,1998-08-19,1998-09-23,1998-08-21,DELIVER IN PERSON,AIR,ly carefully reg,,25600,65156,O,150271.65,1998-07-17,2-HIGH,Clerk#000000713,0," blithely final deposits. regular, iro",
26628,115093,2627,1,33,36566.97,0.00,0.04,N,O,1997-02-16,1997-02-25,1997-02-22,TAKE BACK RETURN,AIR,ts are fluffily abov,,26628,142190,O,317103.53,1997-01-18,5-LOW,Clerk#000000304,0," fluffily. quickly sil",
26880,68866,1373,1,46,84403.56,0.02,0.00,N,O,1996-03-13,1996-02-25,1996-03-31,TAKE BACK RETURN,RAIL,al pinto beans. furiously final accou,,26880,112783,O,82715.48,1996-01-07,3-MEDIUM,Clerk#000000345,0,tions! quickly pending foxes after the blithely regular requests nag at the ,
26948,189071,1590,6,17,19721.19,0.08,0.08,N,O,1995-12-13,1996-01-28,1996-01-01,DELIVER IN PERSON,REG AIR,"packages. regular, specia",,26948,27835,O,136115.52,1995-11-23,2-HIGH,Clerk#000000431,0," asymptotes. carefully exp",
27040,145644,3187,3,6,10137.84,0.08,0.01,N,O,1997-09-10,1997-08-23,1997-09-12,DELIVER IN PERSON,SHIP,round the carefully ironic ,,27040,46130,O,150405.88,1997-05-30,5-LOW,Clerk#000000412,0,"ruthless, even instructions haggle under the blithely final acco",
28068,68889,3902,4,15,27868.20,0.06,0.04,R,F,1993-09-21,1993-11-14,1993-09-27,TAKE BACK RETURN,SHIP,lly final requests can poach among t,,28068,89237,F,224428.71,1993-08-27,5-LOW,Clerk#000000362,0,"le slyly. unusual, unusual deposits haggle.",
28160,191270,3790,1,26,35393.02,0.10,0.00,N,O,1997-11-04,1997-10-01,1997-11-15,TAKE BACK RETURN,REG AIR,kages; even packages about ,,28160,113876,O,217695.76,1997-08-20,4-NOT SPECIFIED,Clerk#000000141,0,ndencies. even requests haggle blithely ironic packages. accounts accordin,
29348,14979,7481,1,30,56819.10,0.01,0.02,N,O,1998-08-13,1998-08-22,1998-08-30,DELIVER IN PERSON,SHIP," slyly final deposits",,29348,82769,O,199987.04,1998-05-31,2-HIGH,Clerk#000000141,0,ess theodolites. re,
29600,190798,799,2,34,64218.86,0.04,0.02,N,O,1996-01-27,1996-03-29,1996-02-12,DELIVER IN PERSON,RAIL," express accounts thrash",,29600,52918,O,91840.24,1996-01-07,1-URGENT,Clerk#000000597,0,"kly. bold, bold dolphins cajole foxes. carefully sp",
30240,191341,1342,6,11,15755.74,0.06,0.07,N,O,1998-05-04,1998-05-18,1998-05-05,COLLECT COD,AIR,dolites. always pending ,,30240,135106,O,187117.58,1998-03-17,5-LOW,Clerk#000000911,0,y above the quickly final dolphins. furiously even instr,
30788,199361,4400,3,38,55493.68,0.06,0.05,A,F,1992-12-27,1992-12-23,1993-01-21,DELIVER IN PERSON,MAIL,kages after the slyly ironic deposits b,,30788,97631,F,203553.65,1992-10-22,2-HIGH,Clerk#000000028,0,"nag furiously according to the final, regular packages. b",
31200,185201,238,6,16,20579.20,0.09,0.01,N,O,1996-11-25,1996-10-10,1996-12-10,TAKE BACK RETURN,TRUCK,egular decoys sleep. request,,31200,142351,O,142285.58,1996-09-07,1-URGENT,Clerk#000000940,0,brave accounts. unusual dependenci,
31360,199163,4202,2,7,8835.12,0.09,0.05,N,O,1998-02-18,1998-01-19,1998-02-22,TAKE BACK RETURN,TRUCK,lyly regular foxes d,,31360,108721,O,155023.19,1997-12-01,3-MEDIUM,Clerk#000000804,0,sts sleep. silent packages integrate carefully even instructions. idle in,
32000,10815,8319,1,17,29338.77,0.02,0.02,R,F,1992-12-04,1992-12-05,1992-12-15,COLLECT COD,FOB,ress instructions boost blithely pendi,,32000,48793,F,160860.02,1992-09-14,5-LOW,Clerk#000000683,0,he blithely pending ideas. slyly regular instructions wake carefull,
33280,36424,6425,6,32,43533.44,0.05,0.05,N,O,1998-06-07,1998-05-27,1998-06-11,COLLECT COD,SHIP,lly with the unusual p,,33280,108490,O,239372.56,1998-03-24,3-MEDIUM,Clerk#000000623,0,ronic packages. regular asymptotes cajole fluffily around the sometim,
33600,27178,9681,2,32,35365.44,0.05,0.08,R,F,1993-12-27,1993-12-16,1994-01-05,TAKE BACK RETURN,AIR," close accounts caj",,33600,88420,F,84372.93,1993-10-07,5-LOW,Clerk#000000542,0,ronic requests wake. fluffily bo,
34080,130828,3342,6,28,52046.96,0.10,0.04,N,O,1996-10-31,1996-09-24,1996-11-18,NONE,REG AIR,s sleep along the ironic dep,,34080,61807,O,336609.44,1996-07-17,4-NOT SPECIFIED,Clerk#000000366,0," packages. final deposits against the ironic, final requests wake slyly ",
34240,144230,9259,4,36,45872.28,0.09,0.05,N,O,1997-12-27,1997-11-30,1998-01-13,TAKE BACK RETURN,AIR," deposits are quickly ironic dolp",,34240,138484,O,194675.41,1997-09-17,5-LOW,Clerk#000000809,0,eposits haggle slyly. regular platelets against the ,
34948,34677,7181,2,4,6446.68,0.10,0.01,R,F,1993-03-10,1993-03-21,1993-03-22,DELIVER IN PERSON,TRUCK,ffily ironic mul,,34948,91444,F,139868.65,1993-01-13,1-URGENT,Clerk#000000352,0,pendencies. regular dolphins ha,
35680,75046,7554,1,29,29610.16,0.10,0.05,N,O,1996-05-25,1996-04-16,1996-06-09,DELIVER IN PERSON,AIR,ckages are carefully ,,35680,45364,O,40969.62,1996-02-09,3-MEDIUM,Clerk#000000872,0,"lithely according to the even, pending accounts. pending, special braids ",
35840,159169,4200,2,50,61408.00,0.05,0.04,A,F,1993-08-21,1993-08-13,1993-09-05,TAKE BACK RETURN,SHIP,sly dogged theodolites. f,,35840,19873,F,86268.27,1993-05-30,2-HIGH,Clerk#000000220,0,into beans nod carefully along the ironic waters,
36320,143762,3763,1,44,79453.44,0.05,0.05,R,F,1994-09-12,1994-11-03,1994-10-06,NONE,REG AIR,ending patterns. bold deposits pla,,36320,126758,F,99901.61,1994-08-05,2-HIGH,Clerk#000000716,0,s lose blithely ironic pinto beans. blithely fina,
37028,22916,5419,3,6,11033.46,0.05,0.07,N,O,1998-06-03,1998-08-02,1998-06-24,DELIVER IN PERSON,REG AIR,. carefully ironic ,,37028,36544,O,49040.36,1998-05-09,1-URGENT,Clerk#000000579,0," final, even foxes. instructions use blithely after the blith",
37348,160579,5612,1,30,49187.10,0.08,0.07,R,F,1994-09-21,1994-08-16,1994-10-16,DELIVER IN PERSON,MAIL,ic frets print against the carefully u,,37348,86743,F,251569.43,1994-06-14,2-HIGH,Clerk#000000576,0,"nstructions. pending, silent ideas wake regular asymptotes. car",
37508,73150,8165,1,10,11231.50,0.08,0.02,N,O,1997-10-16,1997-11-09,1997-10-23,COLLECT COD,RAIL,nic requests. slyly special requests sle,,37508,104909,O,214094.39,1997-09-03,4-NOT SPECIFIED,Clerk#000000973,0,s the regular pinto beans. asymptotes haggle fluffily: unusual i,
37828,40285,286,1,40,49011.20,0.03,0.07,N,O,1995-07-31,1995-06-04,1995-08-25,DELIVER IN PERSON,FOB,s. ironic packages sleep furiously. quic,,37828,41008,P,212872.98,1995-04-21,5-LOW,Clerk#000000755,0," furiously regular, bold ideas; expre",
38240,85918,3443,4,5,9519.55,0.02,0.02,A,F,1995-01-10,1995-01-28,1995-02-07,TAKE BACK RETURN,MAIL,ss the carefully regular requests haggle c,,38240,101965,F,108534.72,1994-12-20,2-HIGH,Clerk#000000800,0,"fily even, special realms:",
39108,33369,3370,2,17,22140.12,0.00,0.06,N,O,1997-08-02,1997-08-15,1997-08-03,NONE,FOB,yly? slyly e,,39108,149543,O,147806.13,1997-06-21,5-LOW,Clerk#000000544,0,lly ironic deposits. p,
39360,92647,2648,2,47,77063.08,0.07,0.07,R,F,1995-01-28,1995-01-08,1995-02-01,DELIVER IN PERSON,TRUCK," about the idly ",,39360,132670,F,276814.26,1994-12-05,5-LOW,Clerk#000000352,0,luffily final packa,
40160,136266,1293,3,48,62508.48,0.10,0.00,R,F,1994-12-30,1994-12-16,1995-01-06,COLLECT COD,SHIP,y according to th,,40160,34694,F,122754.28,1994-10-16,1-URGENT,Clerk#000000047,0,"fully. regular, pending i",
40388,157858,2889,4,16,30653.60,0.03,0.06,R,F,1992-09-28,1992-10-01,1992-10-07,COLLECT COD,AIR,to the specia,,40388,107087,F,158623.52,1992-07-25,1-URGENT,Clerk#000000714,0,y regular accounts. slyly special ideas are furiously ironic deposits. carefu,
41028,126207,6208,2,50,61660.00,0.09,0.06,N,O,1997-08-29,1997-06-10,1997-09-15,TAKE BACK RETURN,MAIL,thely regular platelets wake across t,,41028,109274,O,251985.00,1997-05-07,1-URGENT,Clerk#000000532,0,ithely ironic pinto beans. regular accounts are furiously regular ,
41668,39565,2069,1,1,1504.56,0.05,0.07,N,O,1996-06-15,1996-08-06,1996-07-11,DELIVER IN PERSON,TRUCK,ts nag according to the blithely bra,,41668,131615,O,1529.38,1996-05-08,5-LOW,Clerk#000000905,0,s! slyly express dolphins doz,
41988,16981,6982,1,46,87307.08,0.03,0.08,A,F,1994-03-24,1994-03-07,1994-04-07,NONE,REG AIR,ts nag according to the ironic instruct,,41988,120827,F,327497.01,1994-02-05,5-LOW,Clerk#000000291,0,"ipliers are furiously pending deposits. unusual, quick foxes u",
42080,176101,3653,1,25,29427.50,0.00,0.00,N,O,1996-08-03,1996-09-24,1996-08-09,NONE,AIR,ndencies sleep daringly across the slowl,,42080,59857,O,58030.08,1996-07-25,5-LOW,Clerk#000000257,0,"se fluffily. regular ideas was about the express, even theodolites. slyly pend",
42560,52666,5172,1,37,59890.42,0.04,0.08,R,F,1993-02-16,1992-12-17,1993-03-10,DELIVER IN PERSON,RAIL,ly busy packages doubt quick,,42560,131701,F,189756.73,1992-11-02,5-LOW,Clerk#000000168,0,". express, express dependencies around the ironic ideas wake according",
